Desplazamiento Bala, Velocidad Bala, Estatus Aire, Estatus Suelo
-109,-439,1,0
-94,-439,1,0
-80,-439,1,0
-65,-439,1,0
-51,-439,1,0
-36,-439,1,0
-21,-439,1,0
-7,-439,1,0
8,-439,1,0
23,-439,1,0
37,-439,1,0
50,-439,1,0
-650,-639,1,0
-650,-639,1,0
-629,-639,1,0
-608,-639,1,0
-587,-639,1,0
-565,-639,0,1
-544,-639,0,1
-523,-639,0,1
-501,-639,0,1
-480,-639,0,1
-459,-639,0,1
-438,-639,0,1
-416,-639,0,1
-395,-639,0,1
-374,-639,0,1
-352,-639,0,1
-331,-639,0,1
-310,-639,0,1
-288,-639,0,1
-267,-639,0,1
-246,-639,0,1
-225,-639,0,1
-203,-639,0,1
-182,-639,1,0
-161,-639,1,0
-139,-639,1,0
-118,-639,1,0
-97,-639,1,0
-75,-639,1,0
-54,-639,1,0
-33,-639,1,0
-12,-639,1,0
10,-639,1,0
31,-639,1,0
50,-639,1,0
-650,-691,1,0
-650,-691,1,0
-627,-691,1,0
-604,-691,1,0
-581,-691,1,0
-558,-691,1,0
-535,-691,1,0
-512,-691,1,0
-489,-691,0,1
-466,-691,0,1
-443,-691,0,1
-420,-691,0,1
-397,-691,0,1
-374,-691,0,1
-351,-691,0,1
-328,-691,0,1
-305,-691,0,1
-282,-691,0,1
-259,-691,0,1
-236,-691,1,0
-213,-691,1,0
-190,-691,1,0
-167,-691,1,0
-144,-691,1,0
-121,-691,1,0
-98,-691,1,0
-75,-691,1,0
-52,-691,1,0
-29,-691,1,0
-6,-691,1,0
17,-691,1,0
40,-691,1,0
50,-691,1,0
-650,-527,1,0
-650,-527,1,0
-633,-527,1,0
-615,-527,1,0
-598,-527,1,0
-580,-527,1,0
-563,-527,1,0
-545,-527,1,0
-528,-527,0,1
-510,-527,0,1
-492,-527,0,1
-475,-527,0,1
-457,-527,0,1
-440,-527,0,1
-422,-527,0,1
-405,-527,0,1
-387,-527,0,1
-369,-527,0,1
-352,-527,0,1
-334,-527,0,1
-317,-527,0,1
-299,-527,0,1
-282,-527,0,1
-264,-527,0,1
-246,-527,0,1
-229,-527,0,1
-211,-527,0,1
-194,-527,0,1
-176,-527,1,0
-159,-527,1,0
-141,-527,1,0
-123,-527,1,0
-106,-527,1,0
-88,-527,1,0
-71,-527,1,0
-53,-527,1,0
-36,-527,1,0
-18,-527,1,0
-1,-527,1,0
17,-527,1,0
35,-527,1,0
50,-527,1,0
-650,-391,1,0
-650,-391,1,0
-637,-391,1,0
-624,-391,1,0
-611,-391,1,0
-598,-391,1,0
-585,-391,1,0
-572,-391,1,0
-559,-391,0,1
-546,-391,0,1
-533,-391,0,1
-520,-391,0,1
-507,-391,0,1
-494,-391,0,1
-481,-391,0,1
-468,-391,0,1
-455,-391,0,1
-442,-391,0,1
-429,-391,0,1
-416,-391,0,1
-403,-391,0,1
-390,-391,0,1
-377,-391,0,1
-364,-391,0,1
-351,-391,0,1
-338,-391,0,1
-325,-391,0,1
-312,-391,0,1
-299,-391,0,1
-286,-391,0,1
-273,-391,0,1
-259,-391,0,1
-246,-391,0,1
-233,-391,0,1
-220,-391,0,1
-207,-391,0,1
-194,-391,0,1
-181,-391,0,1
-168,-391,0,1
-155,-391,0,1
-142,-391,1,0
-129,-391,1,0
-116,-391,1,0
-103,-391,1,0
-90,-391,1,0
-77,-391,1,0
-64,-391,1,0
-51,-391,1,0
-38,-391,1,0
-25,-391,1,0
-12,-391,1,0
1,-391,1,0
14,-391,1,0
27,-391,1,0
40,-391,1,0
50,-391,1,0
-650,-654,1,0
-650,-654,1,0
-629,-654,1,0
-607,-654,1,0
-585,-654,1,0
-563,-654,1,0
-542,-654,0,1
-520,-654,0,1
-498,-654,0,1
-476,-654,0,1
-454,-654,0,1
-433,-654,0,1
-411,-654,0,1
-389,-654,0,1
-367,-654,0,1
-345,-654,0,1
-324,-654,0,1
-302,-654,0,1
-280,-654,0,1
-258,-654,0,1
-236,-654,0,1
-215,-654,1,0
-193,-654,1,0
-171,-654,1,0
-149,-654,1,0
-127,-654,1,0
-106,-654,1,0
-84,-654,1,0
-62,-654,1,0
-40,-654,1,0
-18,-654,1,0
3,-654,1,0
25,-654,1,0
47,-654,1,0
50,-654,1,0
-650,-627,1,0
-650,-627,1,0
-630,-627,1,0
-609,-627,1,0
-588,-627,1,0
-567,-627,1,0
-546,-627,1,0
-525,-627,1,0
-504,-627,0,1
-483,-627,0,1
-462,-627,0,1
-442,-627,0,1
-421,-627,0,1
-400,-627,0,1
-379,-627,0,1
-358,-627,0,1
-337,-627,0,1
-316,-627,0,1
-295,-627,0,1
-274,-627,0,1
-253,-627,0,1
-233,-627,0,1
-212,-627,1,0
-191,-627,1,0
-170,-627,1,0
-149,-627,1,0
-128,-627,1,0
-107,-627,1,0
-86,-627,1,0
-65,-627,1,0
-44,-627,1,0
-24,-627,1,0
-3,-627,1,0
18,-627,1,0
39,-627,1,0
50,-627,1,0
-650,-615,1,0
-650,-615,1,0
-630,-615,1,0
-609,-615,1,0
-589,-615,1,0
-568,-615,1,0
-548,-615,1,0
-527,-615,1,0
-507,-615,0,1
-486,-615,0,1
-466,-615,0,1
-445,-615,0,1
-425,-615,0,1
-404,-615,0,1
-384,-615,0,1
-363,-615,0,1
-343,-615,0,1
-322,-615,0,1
-302,-615,0,1
-281,-615,0,1
-261,-615,0,1
-240,-615,0,1
-220,-615,0,1
-199,-615,0,1
-179,-615,0,1
-158,-615,0,1
-138,-615,0,1
-117,-615,0,1
-97,-615,0,1
-76,-615,0,1
-56,-615,0,1
-35,-615,0,1
-650,-585,0,1
-650,-585,0,1
-631,-585,0,1
-611,-585,0,1
-592,-585,0,1
-572,-585,0,1
-553,-585,0,1
-533,-585,0,1
-514,-585,0,1
-494,-585,0,1
-475,-585,0,1
-455,-585,0,1
-436,-585,0,1
-416,-585,0,1
-397,-585,0,1
-377,-585,0,1
-358,-585,0,1
-338,-585,0,1
-319,-585,0,1
-299,-585,0,1
-280,-585,0,1
-260,-585,0,1
-241,-585,0,1
-221,-585,0,1
-202,-585,0,1
-182,-585,0,1
-163,-585,0,1
-143,-585,0,1
-124,-585,1,0
-104,-585,1,0
-85,-585,1,0
-65,-585,1,0
-46,-585,1,0
-26,-585,1,0
-7,-585,1,0
13,-585,1,0
32,-585,1,0
50,-585,1,0
-650,-692,1,0
-650,-692,1,0
-627,-692,1,0
-604,-692,1,0
-581,-692,1,0
-558,-692,1,0
-535,-692,1,0
-512,-692,1,0
-489,-692,1,0
-466,-692,0,1
-443,-692,0,1
-420,-692,0,1
-397,-692,0,1
-374,-692,0,1
-351,-692,0,1
-328,-692,0,1
-304,-692,0,1
-281,-692,0,1
-258,-692,0,1
-235,-692,0,1
-212,-692,0,1
-189,-692,0,1
-166,-692,0,1
-143,-692,1,0
-120,-692,1,0
-97,-692,1,0
-74,-692,1,0
-51,-692,1,0
-28,-692,1,0
-5,-692,1,0
18,-692,1,0
42,-692,1,0
50,-692,1,0
-650,-449,1,0
-650,-449,1,0
-636,-449,1,0
-621,-449,1,0
-606,-449,1,0
-591,-449,1,0
-576,-449,1,0
-561,-449,1,0
-546,-449,1,0
-531,-449,0,1
-516,-449,0,1
-501,-449,0,1
-486,-449,0,1
-471,-449,0,1
-456,-449,0,1
-441,-449,0,1
-426,-449,0,1
-411,-449,0,1
-396,-449,0,1
-381,-449,0,1
-366,-449,0,1
-351,-449,0,1
-336,-449,0,1
-321,-449,0,1
-306,-449,0,1
-291,-449,0,1
-276,-449,0,1
-261,-449,0,1
-246,-449,0,1
-231,-449,0,1
-216,-449,0,1
-202,-449,0,1
-187,-449,0,1
-172,-449,0,1
-157,-449,0,1
-142,-449,0,1
-127,-449,1,0
-112,-449,1,0
-97,-449,1,0
-82,-449,1,0
-67,-449,1,0
-52,-449,1,0
-37,-449,1,0
-22,-449,1,0
-7,-449,1,0
8,-449,1,0
23,-449,1,0
38,-449,1,0
50,-449,1,0
-650,-624,1,0
-650,-624,1,0
-630,-624,1,0
-609,-624,1,0
-588,-624,1,0
-567,-624,1,0
-547,-624,1,0
-526,-624,1,0
-505,-624,0,1
-484,-624,0,1
-463,-624,0,1
-443,-624,0,1
-422,-624,0,1
-401,-624,0,1
-380,-624,0,1
-359,-624,0,1
-339,-624,0,1
-318,-624,0,1
-297,-624,0,1
-276,-624,0,1
-255,-624,0,1
-235,-624,0,1
-214,-624,0,1
-193,-624,0,1
-172,-624,1,0
-151,-624,1,0
-131,-624,1,0
-110,-624,1,0
-89,-624,1,0
-68,-624,1,0
-47,-624,1,0
-27,-624,1,0
-6,-624,1,0
15,-624,1,0
36,-624,1,0
50,-624,1,0
-650,-439,1,0
-650,-439,1,0
-636,-439,1,0
-621,-439,1,0
-607,-439,1,0
-592,-439,1,0
-577,-439,1,0
-563,-439,1,0
-548,-439,0,1
-533,-439,0,1
-519,-439,0,1
-504,-439,0,1
-490,-439,0,1
-475,-439,0,1
-460,-439,0,1
-446,-439,0,1
-431,-439,0,1
-416,-439,0,1
-402,-439,0,1
-387,-439,0,1
-372,-439,0,1
-358,-439,0,1
-343,-439,0,1
-329,-439,0,1
-314,-439,0,1
-299,-439,0,1
-285,-439,0,1
-270,-439,0,1
-255,-439,0,1
-241,-439,0,1
-226,-439,0,1
-212,-439,0,1
-197,-439,0,1
-182,-439,0,1
-168,-439,0,1
-153,-439,0,1
-138,-439,1,0
-124,-439,1,0
-109,-439,1,0
-94,-439,1,0
-80,-439,1,0
-65,-439,1,0
-51,-439,1,0
-36,-439,1,0
-21,-439,1,0
-7,-439,1,0
8,-439,1,0
23,-439,1,0
37,-439,1,0
50,-439,1,0
-650,-716,1,0
-650,-716,1,0
-627,-716,1,0
-603,-716,1,0
-579,-716,1,0
-555,-716,1,0
-531,-716,1,0
-507,-716,1,0
-483,-716,0,1
-460,-716,0,1
-436,-716,0,1
-412,-716,0,1
-388,-716,0,1
-364,-716,0,1
-340,-716,0,1
-316,-716,0,1
-292,-716,0,1
-269,-716,0,1
-245,-716,0,1
-221,-716,0,1
-197,-716,0,1
-173,-716,1,0
-149,-716,1,0
-125,-716,1,0
-102,-716,1,0
-78,-716,1,0
-54,-716,1,0
-30,-716,1,0
-6,-716,1,0
18,-716,1,0
42,-716,1,0
50,-716,1,0
-650,-763,1,0
-650,-763,1,0
-625,-763,1,0
-600,-763,1,0
-574,-763,1,0
-549,-763,1,0
-523,-763,1,0
-498,-763,1,0
-472,-763,1,0
-447,-763,0,1
-422,-763,0,1
-396,-763,0,1
-371,-763,0,1
-345,-763,0,1
-320,-763,0,1
-294,-763,0,1
-269,-763,0,1
-244,-763,0,1
-218,-763,0,1
-193,-763,0,1
-167,-763,1,0
-142,-763,1,0
-116,-763,1,0
-91,-763,1,0
-66,-763,1,0
-40,-763,1,0
-15,-763,1,0
11,-763,1,0
36,-763,1,0
50,-763,1,0
-650,-663,1,0
-650,-663,1,0
-628,-663,1,0
-606,-663,1,0
-584,-663,1,0
-562,-663,1,0
-540,-663,1,0
-518,-663,1,0
-496,-663,1,0
-474,-663,0,1
-452,-663,0,1
-429,-663,0,1
-407,-663,0,1
-385,-663,0,1
-363,-663,0,1
-341,-663,0,1
-319,-663,0,1
-297,-663,0,1
-275,-663,0,1
-253,-663,1,0
-231,-663,1,0
-208,-663,1,0
-186,-663,1,0
-164,-663,1,0
-142,-663,1,0
-120,-663,1,0
-98,-663,1,0
-76,-663,1,0
-54,-663,1,0
-32,-663,1,0
-10,-663,1,0
13,-663,1,0
35,-663,1,0
50,-663,1,0
-650,-777,1,0
-650,-777,1,0
-625,-777,1,0
-599,-777,1,0
-573,-777,1,0
-547,-777,1,0
-521,-777,1,0
-495,-777,0,1
-469,-777,0,1
-443,-777,0,1
-417,-777,0,1
-392,-777,0,1
-366,-777,0,1
-340,-777,0,1
-314,-777,0,1
-288,-777,0,1
-262,-777,0,1
-236,-777,0,1
-210,-777,1,0
-184,-777,1,0
-158,-777,1,0
-133,-777,1,0
-107,-777,1,0
-81,-777,1,0
-55,-777,1,0
-29,-777,1,0
-3,-777,1,0
23,-777,1,0
49,-777,1,0
50,-777,1,0
-650,-705,1,0
-650,-705,1,0
-627,-705,1,0
-603,-705,1,0
-580,-705,1,0
-556,-705,1,0
-533,-705,1,0
-509,-705,1,0
-486,-705,0,1
-462,-705,0,1
-439,-705,0,1
-415,-705,0,1
-392,-705,0,1
-368,-705,0,1
-345,-705,0,1
-321,-705,0,1
-298,-705,0,1
-274,-705,0,1
-251,-705,0,1
-227,-705,0,1
-204,-705,0,1
-180,-705,1,0
-157,-705,1,0
-133,-705,1,0
-110,-705,1,0
-86,-705,1,0
-63,-705,1,0
-39,-705,1,0
-16,-705,1,0
8,-705,1,0
31,-705,1,0
50,-705,1,0
-650,-403,1,0
-650,-403,1,0
-637,-403,1,0
-624,-403,1,0
-610,-403,1,0
-597,-403,1,0
-583,-403,1,0
-570,-403,1,0
-556,-403,1,0
-543,-403,0,1
-530,-403,0,1
-516,-403,0,1
-503,-403,0,1
-489,-403,0,1
-476,-403,0,1
-462,-403,0,1
-449,-403,0,1
-436,-403,0,1
-422,-403,0,1
-409,-403,0,1
-395,-403,0,1
-382,-403,0,1
-368,-403,0,1
-355,-403,0,1
-342,-403,0,1
-328,-403,0,1
-315,-403,0,1
-301,-403,0,1
-288,-403,0,1
-274,-403,0,1
-261,-403,0,1
-248,-403,0,1
-234,-403,0,1
-221,-403,0,1
-207,-403,0,1
-194,-403,0,1
-180,-403,0,1
-167,-403,1,0
-153,-403,1,0
-140,-403,1,0
-127,-403,1,0
-113,-403,1,0
-100,-403,1,0
-86,-403,1,0
-73,-403,1,0
-59,-403,1,0
-46,-403,1,0
-33,-403,1,0
-19,-403,1,0
-6,-403,1,0
8,-403,1,0
21,-403,1,0
35,-403,1,0
48,-403,1,0
50,-403,1,0
-650,-329,1,0
-650,-329,1,0
-640,-329,1,0
-629,-329,1,0
-618,-329,0,1
-607,-329,0,1
-596,-329,0,1
-585,-329,0,1
-574,-329,0,1
-563,-329,0,1
-552,-329,0,1
-541,-329,0,1
-530,-329,0,1
-519,-329,0,1
-508,-329,0,1
-497,-329,0,1
-486,-329,0,1
-475,-329,0,1
-464,-329,0,1
-453,-329,0,1
-442,-329,0,1
-431,-329,0,1
-420,-329,0,1
-409,-329,0,1
-398,-329,0,1
-387,-329,0,1
-376,-329,0,1
-365,-329,0,1
-354,-329,0,1
-343,-329,0,1
-332,-329,0,1
-321,-329,0,1
-311,-329,0,1
-300,-329,0,1
-289,-329,0,1
-278,-329,0,1
-267,-329,0,1
-256,-329,0,1
-245,-329,0,1
-234,-329,0,1
-223,-329,0,1
-212,-329,0,1
-201,-329,0,1
-190,-329,0,1
-179,-329,0,1
-168,-329,0,1
-157,-329,0,1
-146,-329,0,1
-135,-329,0,1
-124,-329,0,1
-113,-329,0,1
-102,-329,0,1
-91,-329,1,0
-80,-329,1,0
-69,-329,1,0
-58,-329,1,0
-47,-329,1,0
-36,-329,1,0
-25,-329,1,0
-14,-329,1,0
-3,-329,1,0
7,-329,1,0
18,-329,1,0
29,-329,1,0
40,-329,1,0
50,-329,1,0
-650,-310,1,0
-650,-310,1,0
-640,-310,1,0
-630,-310,1,0
-619,-310,1,0
-609,-310,1,0
-599,-310,1,0
-588,-310,1,0
-578,-310,0,1
-568,-310,0,1
-557,-310,0,1
-547,-310,0,1
-537,-310,0,1
-526,-310,0,1
-516,-310,0,1
-506,-310,0,1
-495,-310,0,1
-485,-310,0,1
-475,-310,0,1
-464,-310,0,1
-454,-310,0,1
-444,-310,0,1
-433,-310,0,1
-423,-310,0,1
-413,-310,0,1
-402,-310,0,1
-392,-310,0,1
-382,-310,0,1
-371,-310,0,1
-361,-310,0,1
-351,-310,0,1
-340,-310,0,1
-330,-310,0,1
-320,-310,0,1
-309,-310,0,1
-299,-310,0,1
-289,-310,0,1
-278,-310,0,1
-268,-310,0,1
-258,-310,0,1
-247,-310,0,1
-237,-310,0,1
-227,-310,0,1
-216,-310,0,1
-206,-310,0,1
-196,-310,0,1
-185,-310,0,1
-175,-310,0,1
-165,-310,0,1
-154,-310,0,1
-144,-310,0,1
-134,-310,0,1
-123,-310,0,1
-113,-310,0,1
-103,-310,1,0
-92,-310,1,0
-82,-310,1,0
-72,-310,1,0
-61,-310,1,0
-51,-310,1,0
-41,-310,1,0
-30,-310,1,0
-20,-310,1,0
-10,-310,1,0
1,-310,1,0
11,-310,1,0
21,-310,1,0
32,-310,1,0
42,-310,1,0
50,-310,1,0
-650,-412,1,0
-650,-412,1,0
-637,-412,1,0
-623,-412,1,0
-609,-412,1,0
-596,-412,1,0
-582,-412,0,1
-568,-412,0,1
-554,-412,0,1
-541,-412,0,1
-527,-412,0,1
-513,-412,0,1
-499,-412,0,1
-486,-412,0,1
-472,-412,0,1
-458,-412,0,1
-444,-412,0,1
-431,-412,0,1
-417,-412,0,1
-403,-412,0,1
-390,-412,0,1
-376,-412,0,1
-362,-412,0,1
-348,-412,0,1
-335,-412,0,1
-321,-412,0,1
-307,-412,0,1
-293,-412,0,1
-280,-412,0,1
-266,-412,0,1
-252,-412,0,1
-238,-412,0,1
-225,-412,0,1
-211,-412,0,1
-197,-412,0,1
-184,-412,1,0
-170,-412,1,0
-156,-412,1,0
-142,-412,1,0
-129,-412,1,0
-115,-412,1,0
-101,-412,1,0
-87,-412,1,0
-74,-412,1,0
-60,-412,1,0
-46,-412,1,0
-32,-412,1,0
-19,-412,1,0
-5,-412,1,0
9,-412,1,0
22,-412,1,0
36,-412,1,0
50,-412,1,0
-650,-660,1,0
