Desplazamiento Bala, Velocidad Bala, Estatus Aire, Estatus Suelo
-419,-409,0,1
-405,-409,0,1
-391,-409,0,1
-378,-409,0,1
-364,-409,0,1
-351,-409,0,1
-337,-409,0,1
-323,-409,0,1
-310,-409,0,1
-296,-409,0,1
-282,-409,0,1
-269,-409,0,1
-255,-409,0,1
-242,-409,0,1
-228,-409,0,1
-214,-409,0,1
-201,-409,0,1
-187,-409,0,1
-173,-409,0,1
-160,-409,0,1
-146,-409,0,1
-132,-409,0,1
-119,-409,0,1
-105,-409,0,1
-92,-409,1,0
-78,-409,1,0
-64,-409,1,0
-51,-409,1,0
-37,-409,1,0
-23,-409,1,0
-10,-409,1,0
4,-409,1,0
18,-409,1,0
31,-409,1,0
45,-409,1,0
50,-409,1,0
-650,-655,1,0
-650,-655,1,0
-629,-655,1,0
-607,-655,1,0
-585,-655,1,0
-563,-655,1,0
-541,-655,1,0
-519,-655,1,0
-498,-655,0,1
-476,-655,0,1
-454,-655,0,1
-432,-655,0,1
-410,-655,0,1
-388,-655,0,1
-367,-655,0,1
-345,-655,0,1
-323,-655,0,1
-301,-655,0,1
-279,-655,0,1
-257,-655,0,1
-236,-655,0,1
-214,-655,0,1
-192,-655,0,1
-170,-655,0,1
-148,-655,0,1
-126,-655,1,0
-105,-655,1,0
-83,-655,1,0
-61,-655,1,0
-39,-655,1,0
-17,-655,1,0
5,-655,1,0
26,-655,1,0
48,-655,1,0
50,-655,1,0
-650,-448,1,0
-650,-448,1,0
-636,-448,1,0
-621,-448,1,0
-606,-448,1,0
-591,-448,1,0
-576,-448,1,0
-561,-448,1,0
-546,-448,1,0
-531,-448,0,1
-516,-448,0,1
-501,-448,0,1
-486,-448,0,1
-471,-448,0,1
-456,-448,0,1
-441,-448,0,1
-427,-448,0,1
-412,-448,0,1
-397,-448,0,1
-382,-448,0,1
-367,-448,0,1
-352,-448,0,1
-337,-448,0,1
-322,-448,0,1
-307,-448,0,1
-292,-448,0,1
-277,-448,0,1
-262,-448,0,1
-247,-448,0,1
-232,-448,0,1
-217,-448,0,1
-203,-448,0,1
-188,-448,0,1
-173,-448,0,1
-158,-448,0,1
-143,-448,0,1
-128,-448,0,1
-113,-448,0,1
-98,-448,1,0
-83,-448,1,0
-68,-448,1,0
-53,-448,1,0
-38,-448,1,0
-23,-448,1,0
-8,-448,1,0
7,-448,1,0
21,-448,1,0
36,-448,1,0
50,-448,1,0
-650,-562,1,0
-650,-562,1,0
-632,-562,1,0
-613,-562,1,0
-594,-562,1,0
-576,-562,1,0
-557,-562,1,0
-538,-562,1,0
-519,-562,1,0
-501,-562,0,1
-482,-562,0,1
-463,-562,0,1
-444,-562,0,1
-426,-562,0,1
-407,-562,0,1
-388,-562,0,1
-369,-562,0,1
-351,-562,0,1
-332,-562,0,1
-313,-562,0,1
-295,-562,0,1
-276,-562,0,1
-257,-562,0,1
-238,-562,0,1
-220,-562,0,1
-201,-562,0,1
-182,-562,0,1
-163,-562,0,1
-145,-562,0,1
-126,-562,1,0
-107,-562,1,0
-88,-562,1,0
-70,-562,1,0
-51,-562,1,0
-32,-562,1,0
-14,-562,1,0
5,-562,1,0
24,-562,1,0
43,-562,1,0
50,-562,1,0
-650,-385,1,0
-650,-385,1,0
-638,-385,1,0
-625,-385,1,0
-612,-385,1,0
-599,-385,1,0
-586,-385,1,0
-573,-385,1,0
-561,-385,1,0
-548,-385,0,1
-535,-385,0,1
-522,-385,0,1
-509,-385,0,1
-496,-385,0,1
-484,-385,0,1
-471,-385,0,1
-458,-385,0,1
-445,-385,0,1
-432,-385,0,1
-419,-385,0,1
-407,-385,0,1
-394,-385,0,1
-381,-385,0,1
-368,-385,0,1
-355,-385,0,1
-342,-385,0,1
-330,-385,0,1
-317,-385,0,1
-304,-385,0,1
-291,-385,0,1
-278,-385,0,1
-265,-385,0,1
-253,-385,0,1
-240,-385,0,1
-227,-385,0,1
-214,-385,0,1
-201,-385,0,1
-188,-385,0,1
-176,-385,0,1
-163,-385,0,1
-150,-385,1,0
-137,-385,1,0
-124,-385,1,0
-111,-385,1,0
-99,-385,1,0
-86,-385,1,0
-73,-385,1,0
-60,-385,1,0
-47,-385,1,0
-34,-385,1,0
-22,-385,1,0
-9,-385,1,0
4,-385,1,0
17,-385,1,0
30,-385,1,0
43,-385,1,0
50,-385,1,0
-650,-401,1,0
-650,-401,1,0
-637,-401,1,0
-624,-401,1,0
-610,-401,1,0
-597,-401,0,1
-584,-401,0,1
-570,-401,0,1
-557,-401,0,1
-544,-401,0,1
-530,-401,0,1
-517,-401,0,1
-503,-401,0,1
-490,-401,0,1
-477,-401,0,1
-463,-401,0,1
-450,-401,0,1
-437,-401,0,1
-423,-401,0,1
-410,-401,0,1
-397,-401,0,1
-383,-401,0,1
-370,-401,0,1
-356,-401,0,1
-343,-401,0,1
-330,-401,0,1
-316,-401,0,1
-303,-401,0,1
-290,-401,0,1
-276,-401,0,1
-263,-401,0,1
-249,-401,0,1
-236,-401,0,1
-223,-401,0,1
-209,-401,0,1
-196,-401,0,1
-183,-401,0,1
-169,-401,0,1
-156,-401,0,1
-143,-401,0,1
-129,-401,0,1
-116,-401,0,1
-102,-401,0,1
-89,-401,1,0
-76,-401,1,0
-62,-401,1,0
-49,-401,1,0
-36,-401,1,0
-22,-401,1,0
-9,-401,1,0
4,-401,1,0
18,-401,1,0
31,-401,1,0
45,-401,1,0
50,-401,1,0
-650,-378,1,0
-650,-378,1,0
-638,-378,1,0
-625,-378,1,0
-613,-378,1,0
-600,-378,1,0
-587,-378,1,0
-575,-378,1,0
-562,-378,0,1
-550,-378,0,1
-537,-378,0,1
-524,-378,0,1
-512,-378,0,1
-499,-378,0,1
-487,-378,0,1
-474,-378,0,1
-461,-378,0,1
-449,-378,0,1
-436,-378,0,1
-424,-378,0,1
-411,-378,0,1
-398,-378,0,1
-386,-378,0,1
-373,-378,0,1
-361,-378,0,1
-348,-378,0,1
-335,-378,0,1
-323,-378,0,1
-310,-378,0,1
-298,-378,0,1
-285,-378,0,1
-272,-378,0,1
-260,-378,0,1
-247,-378,0,1
-235,-378,0,1
-222,-378,0,1
-209,-378,0,1
-197,-378,0,1
-184,-378,0,1
-172,-378,0,1
-159,-378,0,1
-146,-378,1,0
-134,-378,1,0
-121,-378,1,0
-109,-378,1,0
-96,-378,1,0
-83,-378,1,0
-71,-378,1,0
-58,-378,1,0
-46,-378,1,0
-33,-378,1,0
-20,-378,1,0
-8,-378,1,0
5,-378,1,0
17,-378,1,0
30,-378,1,0
43,-378,1,0
50,-378,1,0
-650,-766,1,0
-650,-766,1,0
-625,-766,1,0
-599,-766,1,0
-574,-766,1,0
-548,-766,0,1
-523,-766,0,1
-497,-766,0,1
-472,-766,0,1
-446,-766,0,1
-421,-766,0,1
-395,-766,0,1
-370,-766,0,1
-344,-766,0,1
-319,-766,0,1
-293,-766,0,1
-268,-766,0,1
-242,-766,0,1
-216,-766,0,1
-191,-766,0,1
-165,-766,1,0
-140,-766,1,0
-114,-766,1,0
-89,-766,1,0
-63,-766,1,0
-38,-766,1,0
-12,-766,1,0
13,-766,1,0
39,-766,1,0
50,-766,1,0
-650,-390,1,0
-650,-390,1,0
-637,-390,1,0
-624,-390,1,0
-611,-390,1,0
-598,-390,1,0
-585,-390,1,0
-572,-390,1,0
-559,-390,1,0
-546,-390,0,1
-533,-390,0,1
-520,-390,0,1
-507,-390,0,1
-494,-390,0,1
-481,-390,0,1
-468,-390,0,1
-455,-390,0,1
-442,-390,0,1
-429,-390,0,1
-416,-390,0,1
-403,-390,0,1
-390,-390,0,1
-377,-390,0,1
-364,-390,0,1
-351,-390,0,1
-338,-390,0,1
-325,-390,0,1
-312,-390,0,1
-299,-390,0,1
-286,-390,0,1
-273,-390,0,1
-260,-390,0,1
-247,-390,0,1
-234,-390,0,1
-221,-390,0,1
-208,-390,0,1
-195,-390,0,1
-182,-390,0,1
-169,-390,0,1
-156,-390,1,0
-143,-390,1,0
-130,-390,1,0
-117,-390,1,0
-104,-390,1,0
-91,-390,1,0
-78,-390,1,0
-65,-390,1,0
-52,-390,1,0
-39,-390,1,0
-26,-390,1,0
-13,-390,1,0
0,-390,1,0
13,-390,1,0
26,-390,1,0
39,-390,1,0
50,-390,1,0
-650,-613,1,0
-650,-613,1,0
-630,-613,1,0
-610,-613,1,0
-589,-613,1,0
-569,-613,0,1
-548,-613,0,1
-528,-613,0,1
-507,-613,0,1
-487,-613,0,1
-467,-613,0,1
-446,-613,0,1
-426,-613,0,1
-405,-613,0,1
-385,-613,0,1
-364,-613,0,1
-344,-613,0,1
-324,-613,0,1
-303,-613,0,1
-283,-613,0,1
-262,-613,0,1
-242,-613,0,1
-221,-613,0,1
-201,-613,0,1
-181,-613,1,0
-160,-613,1,0
-140,-613,1,0
-119,-613,1,0
-99,-613,1,0
-78,-613,1,0
-58,-613,1,0
-38,-613,1,0
-17,-613,1,0
3,-613,1,0
24,-613,1,0
44,-613,1,0
50,-613,1,0
-650,-698,1,0
-650,-698,1,0
-627,-698,1,0
-604,-698,1,0
-581,-698,1,0
-557,-698,1,0
-534,-698,1,0
-511,-698,1,0
-488,-698,0,1
-464,-698,0,1
-441,-698,0,1
-418,-698,0,1
-395,-698,0,1
-371,-698,0,1
-348,-698,0,1
-325,-698,0,1
-302,-698,0,1
-278,-698,0,1
-255,-698,0,1
-232,-698,0,1
-208,-698,0,1
-185,-698,1,0
-162,-698,1,0
-139,-698,1,0
-115,-698,1,0
-92,-698,1,0
-69,-698,1,0
-46,-698,1,0
-22,-698,1,0
1,-698,1,0
24,-698,1,0
47,-698,1,0
50,-698,1,0
-650,-695,1,0
-650,-695,1,0
-627,-695,1,0
-604,-695,1,0
-581,-695,1,0
-558,-695,1,0
-535,-695,1,0
-512,-695,1,0
-488,-695,0,1
-465,-695,0,1
-442,-695,0,1
-419,-695,0,1
-396,-695,0,1
-373,-695,0,1
-349,-695,0,1
-326,-695,0,1
-303,-695,0,1
-280,-695,0,1
-257,-695,0,1
-234,-695,0,1
-210,-695,0,1
-187,-695,0,1
-164,-695,1,0
-141,-695,1,0
-118,-695,1,0
-95,-695,1,0
-71,-695,1,0
-48,-695,1,0
-25,-695,1,0
-2,-695,1,0
21,-695,1,0
44,-695,1,0
50,-695,1,0
-650,-372,1,0
-650,-372,1,0
-638,-372,1,0
-626,-372,1,0
-613,-372,1,0
-601,-372,1,0
-589,-372,1,0
-576,-372,1,0
-564,-372,1,0
-551,-372,0,1
-539,-372,0,1
-527,-372,0,1
-514,-372,0,1
-502,-372,0,1
-489,-372,0,1
-477,-372,0,1
-465,-372,0,1
-452,-372,0,1
-440,-372,0,1
-427,-372,0,1
-415,-372,0,1
-403,-372,0,1
-390,-372,0,1
-378,-372,0,1
-365,-372,0,1
-353,-372,0,1
-341,-372,0,1
-328,-372,0,1
-316,-372,0,1
-303,-372,0,1
-291,-372,0,1
-279,-372,0,1
-266,-372,0,1
-254,-372,0,1
-241,-372,0,1
-229,-372,0,1
-217,-372,1,0
-204,-372,1,0
-192,-372,1,0
-179,-372,1,0
-167,-372,1,0
-155,-372,1,0
-142,-372,1,0
-130,-372,1,0
-117,-372,1,0
-105,-372,1,0
-93,-372,1,0
-80,-372,1,0
-68,-372,1,0
-55,-372,1,0
-43,-372,1,0
-31,-372,1,0
-18,-372,1,0
-6,-372,1,0
