Desplazamiento Bala, Velocidad Bala, Estatus Aire, Estatus Suelo
-109,-439,1,0
-94,-439,1,0
-80,-439,1,0
-65,-439,1,0
-51,-439,1,0
-36,-439,1,0
-21,-439,1,0
-7,-439,1,0
8,-439,1,0
23,-439,1,0
37,-439,1,0
50,-439,1,0
-650,-639,1,0
-650,-639,1,0
-629,-639,1,0
-608,-639,1,0
-587,-639,1,0
-565,-639,0,1
-544,-639,0,1
-523,-639,0,1
-501,-639,0,1
-480,-639,0,1
-459,-639,0,1
-438,-639,0,1
-416,-639,0,1
-395,-639,0,1
-374,-639,0,1
-352,-639,0,1
-331,-639,0,1
-310,-639,0,1
-288,-639,0,1
-267,-639,0,1
-246,-639,0,1
-225,-639,0,1
-203,-639,0,1
-182,-639,1,0
-161,-639,1,0
-139,-639,1,0
-118,-639,1,0
-97,-639,1,0
-75,-639,1,0
-54,-639,1,0
-33,-639,1,0
-12,-639,1,0
10,-639,1,0
31,-639,1,0
50,-639,1,0
-650,-691,1,0
-650,-691,1,0
-627,-691,1,0
-604,-691,1,0
-581,-691,1,0
-558,-691,1,0
-535,-691,1,0
-512,-691,1,0
-489,-691,0,1
-466,-691,0,1
-443,-691,0,1
-420,-691,0,1
-397,-691,0,1
-374,-691,0,1
-351,-691,0,1
-328,-691,0,1
-305,-691,0,1
-282,-691,0,1
-259,-691,0,1
-236,-691,1,0
-213,-691,1,0
-190,-691,1,0
-167,-691,1,0
-144,-691,1,0
-121,-691,1,0
-98,-691,1,0
-75,-691,1,0
-52,-691,1,0
-29,-691,1,0
-6,-691,1,0
17,-691,1,0
40,-691,1,0
50,-691,1,0
-650,-527,1,0
-650,-527,1,0
-633,-527,1,0
-615,-527,1,0
-598,-527,1,0
-580,-527,1,0
-563,-527,1,0
-545,-527,1,0
-528,-527,0,1
-510,-527,0,1
-492,-527,0,1
-475,-527,0,1
-457,-527,0,1
-440,-527,0,1
-422,-527,0,1
-405,-527,0,1
-387,-527,0,1
-369,-527,0,1
-352,-527,0,1
-334,-527,0,1
-317,-527,0,1
-299,-527,0,1
-282,-527,0,1
-264,-527,0,1
-246,-527,0,1
-229,-527,0,1
-211,-527,0,1
-194,-527,0,1
-176,-527,1,0
-159,-527,1,0
-141,-527,1,0
-123,-527,1,0
-106,-527,1,0
-88,-527,1,0
-71,-527,1,0
-53,-527,1,0
-36,-527,1,0
-18,-527,1,0
-1,-527,1,0
17,-527,1,0
35,-527,1,0
50,-527,1,0
-650,-391,1,0
-650,-391,1,0
-637,-391,1,0
-624,-391,1,0
-611,-391,1,0
-598,-391,1,0
-585,-391,1,0
-572,-391,1,0
-559,-391,0,1
-546,-391,0,1
-533,-391,0,1
-520,-391,0,1
-507,-391,0,1
-494,-391,0,1
-481,-391,0,1
-468,-391,0,1
-455,-391,0,1
-442,-391,0,1
-429,-391,0,1
-416,-391,0,1
-403,-391,0,1
-390,-391,0,1
-377,-391,0,1
-364,-391,0,1
-351,-391,0,1
-338,-391,0,1
-325,-391,0,1
-312,-391,0,1
-299,-391,0,1
-286,-391,0,1
-273,-391,0,1
-259,-391,0,1
-246,-391,0,1
-233,-391,0,1
-220,-391,0,1
-207,-391,0,1
-194,-391,0,1
-181,-391,0,1
-168,-391,0,1
-155,-391,0,1
-142,-391,1,0
-129,-391,1,0
-116,-391,1,0
-103,-391,1,0
-90,-391,1,0
-77,-391,1,0
-64,-391,1,0
-51,-391,1,0
-38,-391,1,0
-25,-391,1,0
-12,-391,1,0
1,-391,1,0
14,-391,1,0
27,-391,1,0
40,-391,1,0
50,-391,1,0
-650,-654,1,0
-650,-654,1,0
-629,-654,1,0
-607,-654,1,0
-585,-654,1,0
-563,-654,1,0
-542,-654,0,1
-520,-654,0,1
-498,-654,0,1
-476,-654,0,1
-454,-654,0,1
-433,-654,0,1
-411,-654,0,1
-389,-654,0,1
-367,-654,0,1
-345,-654,0,1
-324,-654,0,1
-302,-654,0,1
-280,-654,0,1
-258,-654,0,1
-236,-654,0,1
-215,-654,1,0
-193,-654,1,0
-171,-654,1,0
-149,-654,1,0
-127,-654,1,0
-106,-654,1,0
-84,-654,1,0
-62,-654,1,0
-40,-654,1,0
-18,-654,1,0
3,-654,1,0
25,-654,1,0
47,-654,1,0
50,-654,1,0
-650,-627,1,0
-650,-627,1,0
-630,-627,1,0
-609,-627,1,0
-588,-627,1,0
-567,-627,1,0
-546,-627,1,0
-525,-627,1,0
-504,-627,0,1
-483,-627,0,1
-462,-627,0,1
-442,-627,0,1
-421,-627,0,1
-400,-627,0,1
-379,-627,0,1
-358,-627,0,1
-337,-627,0,1
-316,-627,0,1
-295,-627,0,1
-274,-627,0,1
-253,-627,0,1
-233,-627,0,1
-212,-627,1,0
-191,-627,1,0
-170,-627,1,0
-149,-627,1,0
-128,-627,1,0
-107,-627,1,0
-86,-627,1,0
-65,-627,1,0
-44,-627,1,0
-24,-627,1,0
-3,-627,1,0
18,-627,1,0
39,-627,1,0
50,-627,1,0
-650,-615,1,0
-650,-615,1,0
-630,-615,1,0
-609,-615,1,0
-589,-615,1,0
-568,-615,1,0
-548,-615,1,0
-527,-615,1,0
-507,-615,0,1
-486,-615,0,1
-466,-615,0,1
-445,-615,0,1
-425,-615,0,1
-404,-615,0,1
-384,-615,0,1
-363,-615,0,1
-343,-615,0,1
-322,-615,0,1
-302,-615,0,1
-281,-615,0,1
-261,-615,0,1
-240,-615,0,1
-220,-615,0,1
-199,-615,0,1
-179,-615,0,1
-158,-615,0,1
-138,-615,0,1
-117,-615,0,1
-97,-615,0,1
-76,-615,0,1
-56,-615,0,1
-35,-615,0,1
